,components
2013-07-15 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'KHC', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NFLX', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL']"
2013-06-06 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'KHC', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO']"
2013-06-05 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'KHC', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED']"
2013-03-18 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED', 'STRZA']"
2013-01-15 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'ADI', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'REGN', 'ROST', 'SBUX', 'TXN', 'VRSK', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'LBTYA', 'WDC', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'DISCA', 'MAT', 'YHOO', 'SBAC', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'CTRX', 'EQIX', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED', 'LMCA']"
2012-12-24 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'META', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'TXN', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED', 'APOL', 'EA', 'FLEX', 'GMCR', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX']"
2012-12-12 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'MDLZ', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'TXN', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED', 'APOL', 'EA', 'FLEX', 'GMCR', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY']"
2012-07-23 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'TXN', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'VIAB', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED', 'APOL', 'EA', 'FLEX', 'GMCR', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM']"
2012-05-30 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'TXN', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED', 'APOL', 'EA', 'FLEX', 'GMCR', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM', 'TEVA']"
2012-04-23 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'AVGO', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'MNST', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'FOSL', 'MCHP', 'NUAN', 'SHLD', 'XRAY', 'GOLD', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED', 'APOL', 'EA', 'FLEX', 'GMCR', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM', 'TEVA', 'FSLR']"
2011-12-19 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'BMC', 'ORCL', 'PRGO', 'VMED', 'APOL', 'EA', 'FLEX', 'GMCR', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'QGEN', 'URBN']"
2011-12-06 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'BMC', 'ORCL', 'VMED', 'APOL', 'EA', 'FLEX', 'GMCR', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'QGEN', 'URBN', 'JOY']"
2011-07-15 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'BMC', 'ORCL', 'VMED', 'APOL', 'EA', 'FLEX', 'GMCR', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'QGEN', 'URBN', 'JOY', 'CEPH']"
2011-05-27 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'ALXN', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'BMC', 'ORCL', 'VMED', 'APOL', 'EA', 'FLEX', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'QGEN', 'URBN', 'JOY', 'CEPH', 'MICC']"
2011-05-06 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'FFIV', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'BMC', 'ORCL', 'VMED', 'APOL', 'EA', 'FLEX', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'QGEN', 'URBN', 'JOY', 'CEPH', 'MICC', 'GENZ']"
2011-04-04 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'DLTR', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MU', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'AKAM', 'MAT', 'YHOO', 'WFM', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'BMC', 'ORCL', 'VMED', 'APOL', 'EA', 'FLEX', 'LRCX', 'MRVL', 'NFLX', 'BB', 'VRSN', 'WCRX', 'INFY', 'TCOM', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'QGEN', 'URBN', 'JOY', 'CEPH', 'MICC', 'GENZ', 'CTAS']"
2010-12-20 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'CTXS', 'HSIC', 'VTRS', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'VOD', 'CA', 'MAT', 'YHOO', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'SNDK', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'BMC', 'ORCL', 'VMED', 'APOL', 'EA', 'FLEX', 'LRCX', 'MRVL', 'BB', 'VRSN', 'WCRX', 'INFY', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'QGEN', 'URBN', 'JOY', 'CEPH', 'MICC', 'GENZ', 'CTAS', 'DISH', 'FWLT', 'HOLX', 'JBHT', 'LOGI', 'PDCO']"
2009-12-21 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'BKNG', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'CTXS', 'HSIC', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'CA', 'YHOO', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'ORCL', 'APOL', 'EA', 'FLEX', 'LRCX', 'MRVL', 'BB', 'VRSN', 'WCRX', 'INFY', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'URBN', 'JOY', 'CEPH', 'MICC', 'GENZ', 'CTAS', 'DISH', 'FWLT', 'HOLX', 'JBHT', 'LOGI', 'PDCO', 'AKAM', 'MNST', 'IAC', 'LBTYA', 'PPDI', 'RYAAY', 'STLD']"
2009-10-29 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CERN', 'CHKP', 'CTXS', 'HSIC', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'CA', 'YHOO', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'ORCL', 'APOL', 'EA', 'FLEX', 'LRCX', 'MRVL', 'BB', 'VRSN', 'WCRX', 'INFY', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'URBN', 'JOY', 'CEPH', 'MICC', 'GENZ', 'CTAS', 'DISH', 'FWLT', 'HOLX', 'JBHT', 'LOGI', 'PDCO', 'AKAM', 'MNST', 'IAC', 'LBTYA', 'PPDI', 'RYAAY', 'STLD', 'JNPR']"
2009-07-17 00:00:00,"['ADBE', 'ADP', 'GOOGL', 'AMZN', 'AMGN', 'AAPL', 'AMAT', 'ARM', 'ADSK', 'BIIB', 'CSCO', 'CTSH', 'CMCSA', 'COST', 'FAST', 'GILD', 'INTC', 'INTU', 'ISRG', 'MSFT', 'NVDA', 'ORLY', 'PCAR', 'PAYX', 'QCOM', 'ROST', 'SBUX', 'VRTX', 'EBAY', 'ATVI', 'FISV', 'BIDU', 'XLNX', 'CHKP', 'CTXS', 'HSIC', 'NLOK', 'CELG', 'ESRX', 'QRTEA', 'STX', 'CA', 'YHOO', 'SRCL', 'NTAP', 'BBBY', 'LLTC', 'KLAC', 'CHRW', 'EXPD', 'GRMN', 'SPLS', 'WYNN', 'BRCM', 'ALTR', 'EXPE', 'MXIM', 'MCHP', 'SHLD', 'XRAY', 'DELL', 'LIFE', 'ORCL', 'APOL', 'EA', 'FLEX', 'LRCX', 'MRVL', 'BB', 'VRSN', 'WCRX', 'INFY', 'TEVA', 'FSLR', 'FLIR', 'ILMN', 'NIHD', 'URBN', 'JOY', 'CEPH', 'MICC', 'GENZ', 'CTAS', 'DISH', 'FWLT', 'HOLX', 'JBHT', 'LOGI', 'PDCO', 'AKAM', 'MNST', 'IAC', 'LBTYA', 'PPDI', 'RYAAY', 'STLD', 'JNPR', 'JAVA']"
